Cidade,Uf,mes/ano,reativacao
NOVA IGUACU,RJ,01/09/2022,"8,23%"
CAMPO GRANDE,MS,01/09/2022,"4,14%"
JOAO PESSOA,PB,01/09/2022,"3,72%"
SAO BERNARDO DO CAMPO,SP,01/09/2022,"2,64%"
OSASCO,SP,01/09/2022,"4,30%"
SANTO ANDRE,SP,01/09/2022,"2,69%"
JABOATAO DOS GUARARAPES,PE,01/09/2022,"5,50%"
SAO JOSE DOS CAMPOS,SP,01/09/2022,"2,94%"
CONTAGEM,MG,01/09/2022,"3,92%"
RIBEIRAO PRETO,SP,01/09/2022,"3,16%"
UBERLANDIA,MG,01/09/2022,"3,66%"
SOROCABA,SP,01/09/2022,"3,28%"
ARACAJU,SE,01/09/2022,"4,86%"
CUIABA,MT,01/09/2022,"3,54%"
FEIRA DE SANTANA,BA,01/09/2022,"3,15%"
JUIZ DE FORA,MG,01/09/2022,"2,70%"
JOINVILLE,SC,01/09/2022,"3,06%"
LONDRINA,PR,01/09/2022,"2,57%"
BELFORD ROXO,RJ,01/09/2022,"7,29%"
ANANINDEUA,PA,01/09/2022,"4,17%"
SAO JOAO DE MERITI,RJ,01/09/2022,"5,73%"
APARECIDA DE GOIANIA,GO,01/09/2022,"5,35%"
NITEROI,RJ,01/09/2022,"2,99%"
CAMPOS DOS GOYTACAZES,RJ,01/09/2022,"3,52%"
CAXIAS DO SUL,RS,01/09/2022,"3,48%"
MAUA,SP,01/09/2022,"3,86%"
FLORIANOPOLIS,SC,01/09/2022,"2,91%"
VILA VELHA,ES,01/09/2022,"3,94%"
SANTOS,SP,01/09/2022,"3,26%"
SAO JOSE DO RIO PRETO,SP,01/09/2022,"2,37%"
PORTO VELHO,RO,01/09/2022,"3,69%"
SERRA,ES,01/09/2022,"5,61%"
DIADEMA,SP,01/09/2022,"4,01%"
OLINDA,PE,01/09/2022,"5,39%"
MACAPA,AP,01/09/2022,"4,22%"
BETIM,MG,01/09/2022,"3,52%"
CAMPINA GRANDE,PB,01/09/2022,"3,04%"
MOGI DAS CRUZES,SP,01/09/2022,"3,84%"
CARAPICUIBA,SP,01/09/2022,"3,63%"
PIRACICABA,SP,01/09/2022,"2,86%"
MONTES CLAROS,MG,01/09/2022,"3,83%"
JUNDIAI,SP,01/09/2022,"3,40%"
MARINGA,PR,01/09/2022,"2,12%"
CARIACICA,ES,01/09/2022,"4,10%"
BAURU,SP,01/09/2022,"2,72%"
ANAPOLIS,GO,01/09/2022,"2,62%"
RIO BRANCO,AC,01/09/2022,"3,44%"
CANOAS,RS,01/09/2022,"2,16%"
SAO VICENTE,SP,01/09/2022,"5,72%"
VITORIA,ES,01/09/2022,"3,72%"
PELOTAS,RS,01/09/2022,"3,87%"
FRANCA,SP,01/09/2022,"3,48%"
ITAQUAQUECETUBA,SP,01/09/2022,"7,64%"
BLUMENAU,SC,01/09/2022,"2,38%"
PONTA GROSSA,PR,01/09/2022,"1,76%"
CARUARU,PE,01/09/2022,"3,64%"
CAUCAIA,CE,01/09/2022,"3,10%"
RIBEIRAO DAS NEVES,MG,01/09/2022,"5,28%"
VITORIA DA CONQUISTA,BA,01/09/2022,"5,12%"
PAULISTA,PE,01/09/2022,"5,62%"
PETROPOLIS,RJ,01/09/2022,"4,74%"
GUARUJA,SP,01/09/2022,"3,49%"
UBERABA,MG,01/09/2022,"3,18%"
PETROLINA,PE,01/09/2022,"2,94%"
BOA VISTA,RR,01/09/2022,"3,20%"
TAUBATE,SP,01/09/2022,"3,15%"
CASCAVEL,PR,01/09/2022,"1,42%"
SANTAREM,PA,01/09/2022,"4,19%"
LIMEIRA,SP,01/09/2022,"2,24%"
SUZANO,SP,01/09/2022,"2,87%"
SAO JOSE DOS PINHAIS,PR,01/09/2022,"4,32%"
PRAIA GRANDE,SP,01/09/2022,"3,76%"
GOVERNADOR VALADARES,MG,01/09/2022,"3,45%"
VOLTA REDONDA,RJ,01/09/2022,"3,32%"
GRAVATAI,RS,01/09/2022,"4,83%"
MOSSORO,RN,01/09/2022,"3,08%"
SANTA MARIA,RS,01/09/2022,"2,73%"
FOZ DO IGUACU,PR,01/09/2022,"1,93%"
VARZEA GRANDE,MT,01/09/2022,"4,22%"
NOVO HAMBURGO,RS,01/09/2022,"3,72%"
IMPERATRIZ,MA,01/09/2022,"2,41%"
JUAZEIRO DO NORTE,CE,01/09/2022,"1,54%"
SUMARE,SP,01/09/2022,"4,04%"
BARUERI,SP,01/09/2022,"3,34%"
IPATINGA,MG,01/09/2022,"2,64%"
CAMACARI,BA,01/09/2022,"4,25%"
VIAMAO,RS,01/09/2022,"3,26%"
EMBU DAS ARTES,SP,01/09/2022,"5,25%"
ITABORAI,RJ,01/09/2022,"5,96%"
TABOAO DA SERRA,SP,01/09/2022,"5,53%"
MAGE,RJ,01/09/2022,"3,19%"
MARABA,PA,01/09/2022,"1,50%"
PALMAS,TO,01/09/2022,"1,62%"
SAO CARLOS,SP,01/09/2022,"2,10%"
COLOMBO,PR,01/09/2022,"2,33%"
ARAPIRACA,AL,01/09/2022,"3,04%"
MARILIA,SP,01/09/2022,"2,35%"
SETE LAGOAS,MG,01/09/2022,"3,15%"
SAO LEOPOLDO,RS,01/09/2022,"2,78%"
DIVINOPOLIS,MG,01/09/2022,"3,07%"
MARACANAU,CE,01/09/2022,"2,55%"
AMERICANA,SP,01/09/2022,"2,42%"
JACAREI,SP,01/09/2022,"3,42%"
ITAPEVI,SP,01/09/2022,"5,12%"
PARNAMIRIM,RN,01/09/2022,"2,92%"
PRESIDENTE PRUDENTE,SP,01/09/2022,"2,60%"
ARARAQUARA,SP,01/09/2022,"4,79%"
MACAE,RJ,01/09/2022,"2,46%"
ITABUNA,BA,01/09/2022,"3,21%"
SAO JOSE,SC,01/09/2022,"2,86%"
SANTA LUZIA,MG,01/09/2022,"6,05%"
INDAIATUBA,SP,01/09/2022,"2,23%"
ALVORADA,RS,01/09/2022,"3,82%"
COTIA,SP,01/09/2022,"3,82%"
JUAZEIRO,BA,01/09/2022,"3,98%"
HORTOLANDIA,SP,01/09/2022,"4,29%"
RIO GRANDE,RS,01/09/2022,"1,15%"
DOURADOS,MS,01/09/2022,"3,10%"
CRICIUMA,SC,01/09/2022,"2,53%"
RONDONOPOLIS,MT,01/09/2022,"2,70%"
CACHOEIRO DE ITAPEMIRIM,ES,01/09/2022,"2,29%"
CABO FRIO,RJ,01/09/2022,"5,15%"
RIO CLARO,SP,01/09/2022,"2,03%"
SOBRAL,CE,01/09/2022,"1,32%"
SANTA BARBARA DOESTE,SP,01/09/2022,"3,67%"
PASSO FUNDO,RS,01/09/2022,"1,58%"
ARACATUBA,SP,01/09/2022,"1,63%"
CHAPECO,SC,01/09/2022,"1,64%"
ITAJAI,SC,01/09/2022,"4,13%"
ILHEUS,BA,01/09/2022,"1,38%"
CABO DE SANTO AGOSTINHO,PE,01/09/2022,"4,83%"
MESQUITA,RJ,01/09/2022,"7,87%"
FERRAZ DE VASCONCELOS,SP,01/09/2022,"7,46%"
NOVA FRIBURGO,RJ,01/09/2022,"4,55%"
BARRA MANSA,RJ,01/09/2022,"2,48%"
LAURO DE FREITAS,BA,01/09/2022,"4,14%"
CASTANHAL,PA,01/09/2022,"1,50%"
RIO VERDE,GO,01/09/2022,"1,78%"
IBIRITE,MG,01/09/2022,"4,24%"
ANGRA DOS REIS,RJ,01/09/2022,"4,40%"
LUZIANIA,GO,01/09/2022,"3,56%"
GUARAPUAVA,PR,01/09/2022,"1,46%"
FRANCISCO MORATO,SP,01/09/2022,"5,86%"
NOSSA SENHORA DO SOCORRO,SE,01/09/2022,"3,11%"
AGUAS LINDAS DE GOIAS,GO,01/09/2022,"1,94%"
CAMARAGIBE,PE,01/09/2022,"5,53%"
TERESOPOLIS,RJ,01/09/2022,"1,72%"
LAGES,SC,01/09/2022,"2,07%"
ITU,SP,01/09/2022,"2,22%"
PARAUAPEBAS,PA,01/09/2022,"1,49%"
POCOS DE CALDAS,MG,01/09/2022,"1,44%"
TIMON,MA,01/09/2022,"4,90%"
NILOPOLIS,RJ,01/09/2022,"7,65%"
JEQUIE,BA,01/09/2022,"3,59%"
CAXIAS,MA,01/09/2022,"2,88%"
SAO JOSE DE RIBAMAR,MA,01/09/2022,"3,85%"
PINDAMONHANGABA,SP,01/09/2022,"2,82%"
BRAGANCA PAULISTA,SP,01/09/2022,"1,17%"
PARNAIBA,PI,01/09/2022,"2,53%"
SAO CAETANO DO SUL,SP,01/09/2022,"3,18%"
QUEIMADOS,RJ,01/09/2022,"4,60%"
ITAPETININGA,SP,01/09/2022,"2,32%"
PARANAGUA,PR,01/09/2022,"3,15%"
JARAGUA DO SUL,SC,01/09/2022,"2,31%"
LINHARES,ES,01/09/2022,"5,91%"
PALHOCA,SC,01/09/2022,"3,88%"
TEIXEIRA DE FREITAS,BA,01/09/2022,"2,45%"
VALPARAISO DE GOIAS,GO,01/09/2022,"1,92%"
PATOS DE MINAS,MG,01/09/2022,"2,44%"
ALAGOINHAS,BA,01/09/2022,"2,59%"
MOGI GUACU,SP,01/09/2022,"1,37%"
ITAPECERICA DA SERRA,SP,01/09/2022,"2,88%"
ABAETETUBA,PA,01/09/2022,"2,94%"
ARAGUAINA,TO,01/09/2022,"1,47%"
TEOFILO OTONI,MG,01/09/2022,"2,21%"
SAPUCAIA DO SUL,RS,01/09/2022,"2,31%"
JAU,SP,01/09/2022,"3,07%"
BARREIRAS,BA,01/09/2022,"2,58%"
POUSO ALEGRE,MG,01/09/2022,"3,04%"
VITORIA DE SANTO ANTAO,PE,01/09/2022,"3,03%"
MARICA,RJ,01/09/2022,"4,48%"
BOTUCATU,SP,01/09/2022,"1,91%"
BARBACENA,MG,01/09/2022,"2,54%"
GARANHUNS,PE,01/09/2022,"2,89%"
ATIBAIA,SP,01/09/2022,"2,98%"
PORTO SEGURO,BA,01/09/2022,"2,28%"
VARGINHA,MG,01/09/2022,"4,91%"
URUGUAIANA,RS,01/09/2022,"4,67%"
APUCARANA,PR,01/09/2022,"3,21%"
CUBATAO,SP,01/09/2022,"2,99%"
SANTA RITA,PB,01/09/2022,"3,09%"
RESENDE,RJ,01/09/2022,"2,40%"
ARAUCARIA,PR,01/09/2022,"3,90%"
ARARAS,SP,01/09/2022,"0,61%"
CRATO,CE,01/09/2022,"2,62%"
PINHAIS,PR,01/09/2022,"1,28%"
CACHOEIRINHA,RS,01/09/2022,"2,36%"
SABARA,MG,01/09/2022,"5,93%"
SANTA CRUZ DO SUL,RS,01/09/2022,"2,37%"
CONSELHEIRO LAFAIETE,MG,01/09/2022,"4,42%"
SIMOES FILHO,BA,01/09/2022,"4,81%"
CAMETA,PA,01/09/2022,"0,00%"
BAGE,RS,01/09/2022,"2,80%"
TOLEDO,PR,01/09/2022,"2,24%"
FRANCO DA ROCHA,SP,01/09/2022,"3,76%"
CATANDUVA,SP,01/09/2022,"1,76%"
VARZEA PAULISTA,SP,01/09/2022,"3,83%"
SANTANA DE PARNAIBA,SP,01/09/2022,"2,09%"
GUARATINGUETA,SP,01/09/2022,"2,25%"
ITAPIPOCA,CE,01/09/2022,"1,54%"
BARRETOS,SP,01/09/2022,"2,69%"
MARITUBA,PA,01/09/2022,"5,08%"
SERTAOZINHO,SP,01/09/2022,"2,44%"
BAYEUX,PB,01/09/2022,"5,63%"
SINOP,MT,01/09/2022,"2,80%"
VOTORANTIM,SP,01/09/2022,"2,36%"
CODO,MA,01/09/2022,"0,00%"
ITAGUAI,RJ,01/09/2022,"4,26%"
JI PARANA,RO,01/09/2022,"2,37%"
MARANGUAPE,CE,01/09/2022,"0,00%"
ITABIRA,MG,01/09/2022,"5,59%"
BIRIGUI,SP,01/09/2022,"1,64%"
ARARUAMA,RJ,01/09/2022,"4,56%"
BRAGANCA,PA,01/09/2022,"0,00%"
CAMPO LARGO,PR,01/09/2022,"2,28%"
PACO DO LUMIAR,MA,01/09/2022,"2,50%"
ARAGUARI,MG,01/09/2022,"1,00%"
SALTO,SP,01/09/2022,"2,84%"
VESPASIANO,MG,01/09/2022,"8,16%"
SAO MATEUS,ES,01/09/2022,"3,18%"
PASSOS,MG,01/09/2022,"1,65%"
VALINHOS,SP,01/09/2022,"2,42%"
TATUI,SP,01/09/2022,"4,92%"
ALMIRANTE TAMANDARE,PR,01/09/2022,"3,28%"
RIO DAS OSTRAS,RJ,01/09/2022,"4,21%"
CORONEL FABRICIANO,MG,01/09/2022,"2,07%"
BRUSQUE,SC,01/09/2022,"3,76%"
COLATINA,ES,01/09/2022,"2,74%"
BENTO GONCALVES,RS,01/09/2022,"1,30%"
TRINDADE,GO,01/09/2022,"3,98%"
RIBEIRAO PIRES,SP,01/09/2022,"2,44%"
ARAPONGAS,PR,01/09/2022,"2,88%"
PAULO AFONSO,BA,01/09/2022,"3,28%"
POA,SP,01/09/2022,"4,53%"
GUARAPARI,ES,01/09/2022,"3,28%"
CARAGUATATUBA,SP,01/09/2022,"4,62%"
OURINHOS,SP,01/09/2022,"1,30%"
BALNEARIO CAMBORIU,SC,01/09/2022,"3,61%"
SANTANA,AP,01/09/2022,"0,00%"
ITATIBA,SP,01/09/2022,"2,17%"
BARCARENA,PA,01/09/2022,"7,14%"
UMUARAMA,PR,01/09/2022,"1,60%"
PATOS,PB,01/09/2022,"2,22%"
MURIAE,MG,01/09/2022,"2,27%"
IGARASSU,PE,01/09/2022,"1,01%"
UBA,MG,01/09/2022,"3,54%"
NOVO GAMA,GO,01/09/2022,"4,08%"
ACAILANDIA,MA,01/09/2022,"5,08%"
TRES LAGOAS,MS,01/09/2022,"2,74%"
EUNAPOLIS,BA,01/09/2022,"1,61%"
FORMOSA,GO,01/09/2022,"1,92%"
CORUMBA,MS,01/09/2022,"1,71%"
SAO LOURENCO DA MATA,PE,01/09/2022,"6,52%"
JAPERI,RJ,01/09/2022,"9,46%"
TUBARAO,SC,01/09/2022,"3,06%"
CAMBE,PR,01/09/2022,"2,83%"
ABREU E LIMA,PE,01/09/2022,"6,25%"
GUAIBA,RS,01/09/2022,"1,64%"
BACABAL,MA,01/09/2022,"4,26%"
ERECHIM,RS,01/09/2022,"6,06%"
PARINTINS,AM,01/09/2022,"0,00%"
ITUIUTABA,MG,01/09/2022,"2,73%"
JANDIRA,SP,01/09/2022,"8,30%"
ASSIS,SP,01/09/2022,"1,70%"
TUCURUI,PA,01/09/2022,"3,45%"
CAIEIRAS,SP,01/09/2022,"1,90%"
ARAXA,MG,01/09/2022,"2,15%"
LAVRAS,MG,01/09/2022,"6,02%"
BARRA DO PIRAI,RJ,01/09/2022,"1,75%"
IGUATU,CE,01/09/2022,"1,74%"
SANTA CRUZ DO CAPIBARIBE,PE,01/09/2022,"2,53%"
ITAPERUNA,RJ,01/09/2022,"4,89%"
ALTAMIRA,PA,01/09/2022,"4,31%"
LEME,SP,01/09/2022,"1,58%"
LAGARTO,SE,01/09/2022,"3,70%"
ITUMBIARA,GO,01/09/2022,"4,12%"
PARAGOMINAS,PA,01/09/2022,"0,84%"
SANTO ANTONIO DE JESUS,BA,01/09/2022,"4,96%"
ITAJUBA,MG,01/09/2022,"1,47%"
ITAITUBA,PA,01/09/2022,"0,00%"
PIRAQUARA,PR,01/09/2022,"6,79%"
ITANHAEM,SP,01/09/2022,"4,46%"
SAO GONCALO DO AMARANTE,RN,01/09/2022,"4,40%"
ITAPEVA,SP,01/09/2022,"2,80%"
CAMPO MOURAO,PR,01/09/2022,"1,89%"
SARANDI,PR,01/09/2022,"2,68%"
SAO PEDRO DA ALDEIA,RJ,01/09/2022,"6,45%"
SENADOR CANEDO,GO,01/09/2022,"5,29%"
ITABAIANA,SE,01/09/2022,"2,44%"
ITAUNA,MG,01/09/2022,"2,44%"
CATALAO,GO,01/09/2022,"4,08%"
ARIQUEMES,RO,01/09/2022,"0,75%"
VOTUPORANGA,SP,01/09/2022,"1,52%"
CACAPAVA,SP,01/09/2022,"3,17%"
JATAI,GO,01/09/2022,"1,08%"
VALENCA,BA,01/09/2022,"1,49%"
MOGI MIRIM,SP,01/09/2022,"2,69%"
SAO JOAO DA BOA VISTA,SP,01/09/2022,"2,43%"
PAULINIA,SP,01/09/2022,"2,73%"
SAO JOAO DEL REI,MG,01/09/2022,"0,00%"
ITACOATIARA,AM,01/09/2022,"0,00%"
LORENA,SP,01/09/2022,"1,63%"
ESTEIO,RS,01/09/2022,"3,85%"
TIMOTEO,MG,01/09/2022,"3,14%"
FAZENDA RIO GRANDE,PR,01/09/2022,"1,92%"
PARA DE MINAS,MG,01/09/2022,"4,69%"
MAIRIPORA,SP,01/09/2022,"2,38%"
CANDEIAS,BA,01/09/2022,"5,00%"
BREVES,PA,01/09/2022,"0,00%"
TANGARA DA SERRA,MT,01/09/2022,"3,42%"
PARANAVAI,PR,01/09/2022,"2,50%"
CARATINGA,MG,01/09/2022,"5,19%"
AVARE,SP,01/09/2022,"1,66%"
CACERES,MT,01/09/2022,"0,00%"
PARACATU,MG,01/09/2022,"1,75%"
SANTANA DO LIVRAMENTO,RS,01/09/2022,"0,00%"
NOVA LIMA,MG,01/09/2022,"3,13%"
CACHOEIRA DO SUL,RS,01/09/2022,"2,44%"
UBATUBA,SP,01/09/2022,"5,11%"
SAO ROQUE,SP,01/09/2022,"3,38%"
ARACRUZ,ES,01/09/2022,"3,49%"
SAO CRISTOVAO,SE,01/09/2022,"2,44%"
PATROCINIO,MG,01/09/2022,"0,84%"
IPOJUCA,PE,01/09/2022,"4,86%"
SEROPEDICA,RJ,01/09/2022,"0,00%"
PLANALTINA,GO,01/09/2022,"2,11%"
CRUZEIRO,SP,01/09/2022,"2,14%"
IJUI,RS,01/09/2022,"3,57%"
TRES RIOS,RJ,01/09/2022,"6,10%"
BARRA DO CORDA,MA,01/09/2022,"0,00%"
MANHUACU,MG,01/09/2022,"3,00%"
MATAO,SP,01/09/2022,"0,72%"
ARUJA,SP,01/09/2022,"1,60%"
SERRA TALHADA,PE,01/09/2022,"3,45%"
GURUPI,TO,01/09/2022,"9,09%"
ARARIPINA,PE,01/09/2022,"8,82%"
FRANCISCO BELTRAO,PR,01/09/2022,"0,00%"
QUIXADA,CE,01/09/2022,"2,63%"
GUANAMBI,BA,01/09/2022,"1,40%"
SAPIRANGA,RS,01/09/2022,"6,02%"
SANTO ANGELO,RS,01/09/2022,"5,32%"
JACOBINA,BA,01/09/2022,"0,00%"
PINHEIRO,MA,01/09/2022,"0,00%"
CARPINA,PE,01/09/2022,"4,49%"
CAMPO LIMPO PAULISTA,SP,01/09/2022,"5,29%"
JOAO MONLEVADE,MG,01/09/2022,"2,98%"
CACOAL,RO,01/09/2022,"3,53%"
BEBEDOURO,SP,01/09/2022,"0,65%"
VILHENA,RO,01/09/2022,"0,00%"
GRAVATA,PE,01/09/2022,"2,19%"
PACATUBA,CE,01/09/2022,"2,90%"
SERRINHA,BA,01/09/2022,"4,21%"
CANINDE,CE,01/09/2022,"8,00%"
LAJEADO,RS,01/09/2022,"2,22%"
SAO BENTO DO SUL,SC,01/09/2022,"2,38%"
ALFENAS,MG,01/09/2022,"0,64%"
GOIANA,PE,01/09/2022,"0,00%"
ALEGRETE,RS,01/09/2022,"4,08%"
NOVA SERRANA,MG,01/09/2022,"3,73%"
PONTA PORA,MS,01/09/2022,"3,87%"
PATO BRANCO,PR,01/09/2022,"5,05%"
VICOSA,MG,01/09/2022,"1,97%"
CRUZEIRO DO SUL,AC,01/09/2022,"2,86%"
SAO SEBASTIAO,SP,01/09/2022,"3,78%"
TRES CORACOES,MG,01/09/2022,"1,12%"
SAQUAREMA,RJ,01/09/2022,"3,40%"
PICOS,PI,01/09/2022,"6,85%"
LINS,SP,01/09/2022,"2,20%"
JABOTICABAL,SP,01/09/2022,"0,74%"
CURVELO,MG,01/09/2022,"3,15%"
REDENCAO,PA,01/09/2022,"4,55%"
TELEMACO BORBA,PR,01/09/2022,"4,35%"
UNAI,MG,01/09/2022,"1,59%"
CACADOR,SC,01/09/2022,"3,17%"
BELO JARDIM,PE,01/09/2022,"0,00%"
SAO FELIX DO XINGU,PA,01/09/2022,"0,00%"
CATAGUASES,MG,01/09/2022,"4,90%"
PIRASSUNUNGA,SP,01/09/2022,"0,56%"
CRATEUS,CE,01/09/2022,"4,44%"
CALDAS NOVAS,GO,01/09/2022,"3,39%"
AQUIRAZ,CE,01/09/2022,"2,63%"
RIO LARGO,AL,01/09/2022,"4,12%"
IBIUNA,SP,01/09/2022,"6,02%"
VALENCA,RJ,01/09/2022,"0,00%"
PALMEIRA DOS INDIOS,AL,01/09/2022,"2,70%"
ARCOVERDE,PE,01/09/2022,"2,90%"
QUIXERAMOBIM,CE,01/09/2022,"4,55%"
CIANORTE,PR,01/09/2022,"3,25%"
OURO PRETO,MG,01/09/2022,"3,25%"
VIANA,ES,01/09/2022,"4,49%"
CAJAMAR,SP,01/09/2022,"3,17%"
CHAPADINHA,MA,01/09/2022,"8,33%"
ARACATI,CE,01/09/2022,"1,69%"
TIANGUA,CE,01/09/2022,"2,90%"
RUSSAS,CE,01/09/2022,"0,94%"
CONCORDIA,SC,01/09/2022,"0,00%"
DIAS DAVILA,BA,01/09/2022,"1,30%"
CASTRO,PR,01/09/2022,"4,55%"
CAMBORIU,SC,01/09/2022,"3,81%"
SANTA ROSA,RS,01/09/2022,"0,00%"
ITAPIRA,SP,01/09/2022,"1,79%"
MOCOCA,SP,01/09/2022,"0,00%"
CEARA MIRIM,RN,01/09/2022,"5,88%"
MACAIBA,RN,01/09/2022,"7,69%"
VINHEDO,SP,01/09/2022,"0,91%"
FERNANDOPOLIS,SP,01/09/2022,"1,33%"
SAO SEBASTIAO DO PARAISO,MG,01/09/2022,"1,69%"
AMPARO,SP,01/09/2022,"0,90%"
FORMIGA,MG,01/09/2022,"1,16%"
CASCAVEL,CE,01/09/2022,"3,13%"
EMBU GUACU,SP,01/09/2022,"2,38%"
SOUSA,PB,01/09/2022,"2,13%"
NAVEGANTES,SC,01/09/2022,"2,29%"
VENANCIO AIRES,RS,01/09/2022,"0,00%"
FARROUPILHA,RS,01/09/2022,"0,89%"
TUPA,SP,01/09/2022,"4,29%"
SORRISO,MT,01/09/2022,"1,94%"
ESTANCIA,SE,01/09/2022,"2,27%"
ICO,CE,01/09/2022,"0,00%"
CAICO,RN,01/09/2022,"3,28%"
CRUZ ALTA,RS,01/09/2022,"4,35%"
CAMAQUA,RS,01/09/2022,"0,00%"
LENCOIS PAULISTA,SP,01/09/2022,"4,76%"
CAPANEMA,PA,01/09/2022,"4,88%"
SANTO ANTONIO DO DESCOBERTO,GO,01/09/2022,"7,89%"
OURICURI,PE,01/09/2022,"5,88%"
ESCADA,PE,01/09/2022,"0,00%"
ITAMARAJU,BA,01/09/2022,"0,00%"
BRUMADO,BA,01/09/2022,"3,45%"
PACAJUS,CE,01/09/2022,"6,82%"
PESQUEIRA,PE,01/09/2022,"0,00%"
VACARIA,RS,01/09/2022,"8,33%"
CONCEICAO DO COITE,BA,01/09/2022,"4,71%"
SAO BORJA,RS,01/09/2022,"0,00%"
RIO DO SUL,SC,01/09/2022,"1,49%"
CRUZ DAS ALMAS,BA,01/09/2022,"2,15%"
ARARANGUA,SC,01/09/2022,"0,00%"
JANUARIA,MG,01/09/2022,"8,20%"
CARAZINHO,RS,01/09/2022,"0,00%"
ITABERABA,BA,01/09/2022,"2,50%"
COSMOPOLIS,SP,01/09/2022,"4,80%"
PENAPOLIS,SP,01/09/2022,"2,47%"
GOIANESIA,GO,01/09/2022,"1,39%"
MORADA NOVA,CE,01/09/2022,"0,00%"
CAMPO BOM,RS,01/09/2022,"7,22%"
PENEDO,AL,01/09/2022,"0,00%"
CAMOCIM,CE,01/09/2022,"1,85%"
BOM JESUS DA LAPA,BA,01/09/2022,"0,00%"
PEDRO LEOPOLDO,MG,01/09/2022,"2,61%"
ROLANDIA,PR,01/09/2022,"3,28%"
BIGUACU,SC,01/09/2022,"1,39%"
UNIAO DOS PALMARES,AL,01/09/2022,"9,09%"
BEZERROS,PE,01/09/2022,"1,79%"
LUIS EDUARDO MAGALHAES,BA,01/09/2022,"3,57%"
PERUIBE,SP,01/09/2022,"4,84%"
MONTENEGRO,RS,01/09/2022,"0,95%"
PALMARES,PE,01/09/2022,"2,08%"
SURUBIM,PE,01/09/2022,"6,90%"
CIDADE OCIDENTAL,GO,01/09/2022,"3,80%"
GASPAR,SC,01/09/2022,"2,86%"
ICARA,SC,01/09/2022,"3,28%"
BATATAIS,SP,01/09/2022,"0,00%"
GRAJAU,MA,01/09/2022,"0,00%"
PONTE NOVA,MG,01/09/2022,"2,56%"
SANTO AMARO,BA,01/09/2022,"5,00%"
HORIZONTE,CE,01/09/2022,"0,00%"
ACARAU,CE,01/09/2022,"0,00%"
MORENO,PE,01/09/2022,"0,00%"
UNIAO DA VITORIA,PR,01/09/2022,"4,92%"
SANTA IZABEL DO PARA,PA,01/09/2022,"0,00%"
LIMOEIRO DO NORTE,CE,01/09/2022,"1,79%"
ANDRADINA,SP,01/09/2022,"3,39%"
BARRA DO GARCAS,MT,01/09/2022,"3,05%"
GUARABIRA,PB,01/09/2022,"2,74%"
MIRASSOL,SP,01/09/2022,"0,95%"
INDAIAL,SC,01/09/2022,"3,25%"
SALGUEIRO,PE,01/09/2022,"0,00%"
TRES PONTAS,MG,01/09/2022,"0,00%"
SAO MIGUEL DOS CAMPOS,AL,01/09/2022,"9,09%"
IRATI,PR,01/09/2022,"6,00%"
RIO BONITO,RJ,01/09/2022,"1,77%"
BARBALHA,CE,01/09/2022,"1,75%"
IBITINGA,SP,01/09/2022,"2,27%"
LAGOA SANTA,MG,01/09/2022,"2,05%"
TAQUARA,RS,01/09/2022,"3,85%"
PIRAPORA,MG,01/09/2022,"5,26%"
TAUA,CE,01/09/2022,"0,00%"
LIMOEIRO,PE,01/09/2022,"5,00%"
CABEDELO,PB,01/09/2022,"3,00%"
REGISTRO,SP,01/09/2022,"0,00%"
TIMBAUBA,PE,01/09/2022,"22,22%"
TAQUARITINGA,SP,01/09/2022,"0,00%"
CACHOEIRAS DE MACACU,RJ,01/09/2022,"7,69%"
CANOINHAS,SC,01/09/2022,"6,38%"
MARIANA,MG,01/09/2022,"1,90%"
PORTO FERREIRA,SP,01/09/2022,"4,82%"
FRUTAL,MG,01/09/2022,"0,00%"
GUAPIMIRIM,RJ,01/09/2022,"2,11%"
SAO BENTO DO UNA,PE,01/09/2022,"12,50%"
CAMPO BELO,MG,01/09/2022,"1,89%"
SAO PAULO,SP,01/10/2022,"3,96%"
RIO DE JANEIRO,RJ,01/10/2022,"4,65%"
SALVADOR,BA,01/10/2022,"5,59%"
BRASILIA,DF,01/10/2022,"3,20%"
FORTALEZA,CE,01/10/2022,"4,05%"
BELO HORIZONTE,MG,01/10/2022,"3,75%"
MANAUS,AM,01/10/2022,"5,46%"
CURITIBA,PR,01/10/2022,"3,05%"
RECIFE,PE,01/10/2022,"3,88%"
BELEM,PA,01/10/2022,"4,34%"
PORTO ALEGRE,RS,01/10/2022,"3,34%"
GOIANIA,GO,01/10/2022,"3,04%"
GUARULHOS,SP,01/10/2022,"4,55%"
CAMPINAS,SP,01/10/2022,"3,61%"
SAO LUIS,MA,01/10/2022,"3,71%"
SAO GONCALO,RJ,01/10/2022,"5,76%"
MACEIO,AL,01/10/2022,"4,57%"
DUQUE DE CAXIAS,RJ,01/10/2022,"4,78%"
NATAL,RN,01/10/2022,"4,17%"
TERESINA,PI,01/10/2022,"3,15%"
NOVA IGUACU,RJ,01/10/2022,"5,49%"
CAMPO GRANDE,MS,01/10/2022,"5,28%"
JOAO PESSOA,PB,01/10/2022,"2,95%"
SAO BERNARDO DO CAMPO,SP,01/10/2022,"3,40%"
OSASCO,SP,01/10/2022,"4,09%"
SANTO ANDRE,SP,01/10/2022,"2,76%"
